ID	Review	PositiveScore	NegativeScore	NeutralScore	EntityList	Trending Topics length	Trending Topics
756431540075106308	dlvr -  Manager Karanka backs Negredo to find form at Middlesbrough https://t.co/hqlXcn08MX	0.0	0.0	0.0	["middlesbrough","form","negredo","manager karanka"]	0	[]
756431541782196224	dlvr -  Five on Friday: Why you should watch Boo Junfeng’s prison film Apprentice https://t.co/6G4zrIJhen	0.0	1.0	0.0	["boo junfeng","friday","prison film apprentice"]	0	[]
756431543992655872	Apple to open first Apple Store in Taiwan https://t.co/OLy1RJl1at	0.0	0.0	0.0	["apple","taiwan","apple store"]	0	[]
756431546169434113	Manager Karanka backs Negredo to find form at Middlesbrough https://t.co/Ylbc6nePVH	0.0	0.0	0.0	["middlesbrough","form","negredo","manager karanka"]	0	[]
756431548061065216	Five on Friday: Why you should watch Boo Junfeng’s prison film Apprentice https://t.co/4iqAv4vPc9	0.0	1.0	0.0	["boo junfeng","friday","prison film apprentice"]	0	[]
756431864609574912	Manager Karanka backs Negredo to find form at Middlesbrough https://t.co/UbvgJ6qRQT	0.0	0.0	0.0	["middlesbrough","form","negredo","manager karanka"]	0	[]
756431987703853056	[CNA] Long queues at Michelin-starred hawker stalls: The owner of one of the stalls - Hong Kong Soya Sauce Ch... https://t.co/UoBrFC0LhX	0.0	0.0	0.0	["owner","hong kong soya sauce ch"," cna ","hawker","stalls"]	0	[]
756431988538482688	[CNA] Commuters may need to wait to experience the benefits of SMRT privatisation: Analysts: Analysts say tha... https://t.co/XNHYzNSYmo	0.0	1.0	0.0	["benefits","analysts","wait","tha"," cna  commuters","smrt privatisation"]	0	[]
756431998277648384	[News] Long queues at Michelin-starred hawker stalls https://t.co/cD3E9q40F9	0.0	0.0	0.0	[" news ","hawker"]	0	[]
756431999007469568	[News] Commuters may need to wait to experience the benefits of SMRT privatisation: Analysts https://t.co/kd7mkAPypJ	0.0	1.0	0.0	["benefits","wait"," news  commuters","smrt privatisation"]	0	[]
756432014278930432	DTN Singapore: Long queues at Michelin-starred hawker stalls: The owner of one of the stalls - Hong Kong Soya... https://t.co/3YbKWqztu0	0.0	0.0	0.0	["hong kong soya","queues","dtn singapore","hawker","stalls"]	0	[]
756432015004545024	DTN Singapore: Commuters may need to wait to experience the benefits of SMRT privatisation: Analysts: Analyst... https://t.co/aMNxujItDn	0.0	1.0	0.0	["benefits","wait","dtn singapore","commuters","smrt privatisation"]	0	[]
756432020360671233	DTN Singapore: Long queues at Michelin-starred hawker stalls: The owner of one of the stalls - Hong Kong Soya... https://t.co/Km1em2AVLS	0.0	0.0	0.0	["hong kong soya","queues","dtn singapore","hawker","stalls"]	0	[]
756432021442797568	DTN Singapore: Commuters may need to wait to experience the benefits of SMRT privatisation: Analysts: Analyst... https://t.co/3LNQvkY03L	0.0	1.0	0.0	["benefits","wait","dtn singapore","commuters","smrt privatisation"]	0	[]
756432023028244480	NewsInSG: Commuters may need to wait to experience the benefits of SMRT privatisation: Analysts: A... https://t.co/rw3TYDAhQQ #Singapore	0.0	1.0	0.0	["benefits","newsinsg","singapore","wait","commuters","smrt privatisation"]	0	[]
756432025247027200	Commuters may need to wait to experience the benefits of SMRT privatisation: Analysts: Analysts say that with... https://t.co/o1GB8KR9tZ	0.0	1.0	0.0	["benefits","analysts","wait","commuters","smrt privatisation"]	0	[]
756432026908012544	Commuters may need to wait to experience the benefits of SMRT privatisation: Analysts: Analysts say that with... https://t.co/zTXHDcugbh	0.0	1.0	0.0	["benefits","analysts","wait","commuters","smrt privatisation"]	0	[]
756432047267119104	Long queues at Michelin-starred hawker stalls https://t.co/AhUzzVcOqL	0.0	0.0	0.0	["queues","hawker"]	0	[]
756432050031300608	ChannelNewsAsia: FIVE ON FRIDAY: Why GenevieveLohCNA thinks you should watch Boo Junfeng’s Apprentice … https://t.co/kg4BtJARnQ	0.0	0.0	0.0	["genevievelohcna","boo junfeng","channelnewsasia","friday","apprentice"]	0	[]
756432054552670208	Commuters may need to wait to experience the benefits of SMRT privatisation: Analysts https://t.co/ueoI3ANcWe	0.0	1.0	0.0	["benefits","wait","commuters","smrt privatisation"]	0	[]
756432108990496768	RT @ChannelNewsAsia: FIVE ON FRIDAY: Why @GenevieveLohCNA thinks you should watch Boo Junfeng’s Apprentice https://t.co/YKPvEh1bIg https://…	0.0	0.0	0.0	["boo junfeng","friday","apprentice"]	0	[]
756432198924926976	Manager Karanka backs Negredo to find form at Middlesbrough https://t.co/lVEwnrUbVu	0.0	0.0	0.0	["middlesbrough","form","negredo","manager karanka"]	0	[]
756432494786932737	RT @GandhiJump: https://t.co/7h0gkvkdFP are #japan trying to hide dolphin slaughter by arresting activists? #OpKillingBay	0.0	0.0	0.0	["dolphin slaug"]	0	[]
756432528425103360	Happy for these hawkers, but there are many more great hawkers to support out there. https://t.co/356XWIYeps	0.0	0.0	0.0	["hawkers","happy","support"]	0	[]
756432810525728772	CNA: Five on Friday: Why you should watch Boo Junfeng’s prison film Apprentice https://t.co/4PuuqJQseJ	0.0	1.0	0.0	["boo junfeng","cna","friday","prison film apprentice"]	0	[]
756432838321377280	RT @ASEANstudies: "The failure of the ASEAN Foreign Ministers to issue the joint statement is symptomatic of ASEAN’s outmoded... https://t.…	0.0	1.0	0.0	["failure","statement","asean","asean foreign ministers"]	0	[]
756433118362501120	HDB resale prices remain unchanged in Q2, transactions on up - Channel NewsAsia https://t.co/08wd4iBc5t	0.0	0.0	1.0	["hdb resale prices","unchanged","transactions","channel newsasia"]	0	[]
756433127573041152	JUST IN: Singapore's Ministry of Communications and Information bans publication and distribution of ISIS-linked Al Fatihin newspaper	0.0	0.0	1.0	["al fatihin newspaper","communications information bans","ministry"]	0	[]
