ID	Review	PositiveScore	NegativeScore	NeutralScore	EntityList	Trending Topics length	Trending Topics
10153657896007115_10153658110862115	Lower fee but higher fee for cancellation.	0.0	0.0	0.0	["cancellation","fee"]	15	[{"score":13.205613504228527,"topic":"don "},{"score":11.84278910914941,"topic":"workers"},{"score":11.292680787521931,"topic":"orientation"},{"score":9.713117333759836,"topic":"bin center"},{"score":8.439771705204324,"topic":"rig"},{"score":7.533489798911179,"topic":"singlish"},{"score":7.065813441705993,"topic":"companies"},{"score":5.90553061802943,"topic":"employees"},{"score":5.784900880310481,"topic":"smrt"},{"score":5.2712227619266105,"topic":"employers"},{"score":5.254435779616657,"topic":"nac"},{"score":4.433615135756948,"topic":"rip"},{"score":3.435771728315924,"topic":"president"},{"score":3.240126988800525,"topic":"cost"},{"score":2.649771867673474,"topic":"singaporeans"}]
10153657896007115_10153658133792115	Accident can claim or not.	0.0	0.0	0.0	["accident"]	15	[{"score":13.204292942878105,"topic":"don "},{"score":11.841604830238495,"topic":"workers"},{"score":11.291551519443178,"topic":"orientation"},{"score":9.71214602202646,"topic":"bin center"},{"score":8.438927728033804,"topic":"rig"},{"score":7.5327364499312885,"topic":"singlish"},{"score":7.065106860361823,"topic":"companies"},{"score":5.904940064967628,"topic":"employees"},{"score":5.78432239022245,"topic":"smrt"},{"score":5.270695639650418,"topic":"employers"},{"score":5.253910336038696,"topic":"nac"},{"score":4.433171774243373,"topic":"rip"},{"score":3.435428151143092,"topic":"president"},{"score":3.239802976101645,"topic":"cost"},{"score":2.6495068904867067,"topic":"singaporeans"}]
10153657896007115_10153657939997115	Wow	0.0	0.0	0.0	["wow"]	16	[{"score":13.202972513583818,"topic":"don "},{"score":11.84042066975547,"topic":"workers"},{"score":11.290422364291235,"topic":"orientation"},{"score":9.711174807424257,"topic":"bin center"},{"score":8.438083835261,"topic":"rig"},{"score":7.531983176286295,"topic":"singlish"},{"score":7.064400349675787,"topic":"companies"},{"score":5.904349570961131,"topic":"employees"},{"score":5.783743957983428,"topic":"smrt"},{"score":5.270168570086453,"topic":"employers"},{"score":5.2533849450050925,"topic":"nac"},{"score":4.432728457065949,"topic":"rip"},{"score":3.435084608327978,"topic":"president"},{"score":3.239478995804035,"topic":"cost"},{"score":2.649241939797658,"topic":"singaporeans"},{"score":2.0151988656078976,"topic":"wow"}]
10153657896007115_10153658217612115	BEWARE VOLDEMORT Shikin Ros hahahaha	0.0	0.0	0.0	["beware","voldemort shikin ros hahahaha"]	16	[{"score":13.200332051110827,"topic":"don "},{"score":11.838052704025726,"topic":"workers"},{"score":11.288164392722601,"topic":"orientation"},{"score":9.70923266957452,"topic":"bin center"},{"score":8.436396302874789,"topic":"rig"},{"score":7.53047685497087,"topic":"singlish"},{"score":7.062987540249855,"topic":"companies"},{"score":5.903168760090434,"topic":"employees"},{"score":5.782587267029271,"topic":"smrt"},{"score":5.269114589074122,"topic":"employers"},{"score":5.252334320549941,"topic":"nac"},{"score":4.43184195570182,"topic":"rip"},{"score":3.4343976257571582,"topic":"president"},{"score":3.238831132399664,"topic":"cost"},{"score":2.648712117902118,"topic":"singaporeans"},{"score":2.014795845986765,"topic":"wow"}]
10153657896007115_10153657955467115	During accident, whose responsible?  Insurance don\'t cover accident if non driving car. LTA is so silence	0.0	0.0	0.0	["car","lta","insurance don ","accident","t cover accident"]	17	[{"score":13.19373320498648,"topic":"don "},{"score":11.83213486136061,"topic":"workers"},{"score":11.282521439229805,"topic":"orientation"},{"score":9.704379024065911,"topic":"bin center"},{"score":8.43217894827862,"topic":"rig"},{"score":7.52671236951577,"topic":"singlish"},{"score":7.059456752707858,"topic":"companies"},{"score":5.900217765968237,"topic":"employees"},{"score":5.77969655159666,"topic":"smrt"},{"score":5.266480558638356,"topic":"employers"},{"score":5.2497086785705775,"topic":"nac"},{"score":4.429626477863849,"topic":"rip"},{"score":3.4326807703497,"topic":"president"},{"score":3.237212040684191,"topic":"cost"},{"score":2.672152763255824,"topic":"accident"},{"score":2.647388026687893,"topic":"singaporeans"},{"score":2.013788649523209,"topic":"wow"}]
10153657896007115_10153657905892115	does the constant shifting earth magnetic poles affect the GPS  system? who is going to monitor it?	0.0	0.0	0.0	["poles","earth","gps system"]	17	[{"score":13.189775480823785,"topic":"don "},{"score":11.828585575854415,"topic":"workers"},{"score":11.279137021262397,"topic":"orientation"},{"score":9.701468001480357,"topic":"bin center"},{"score":8.429649547551074,"topic":"rig"},{"score":7.52445458159876,"topic":"singlish"},{"score":7.05733912745869,"topic":"companies"},{"score":5.89844787763908,"topic":"employees"},{"score":5.777962816016299,"topic":"smrt"},{"score":5.264900772459915,"topic":"employers"},{"score":5.248133923453017,"topic":"nac"},{"score":4.428297722804855,"topic":"rip"},{"score":3.4316510690955857,"topic":"president"},{"score":3.2362409741851104,"topic":"cost"},{"score":2.671351197588758,"topic":"accident"},{"score":2.64659388969888,"topic":"singaporeans"},{"score":2.0131845733399976,"topic":"wow"}]
10153657896007115_10153657980227115	Clarence Chua	0.0	0.0	0.0	["clarence chua"]	17	[{"score":13.188456503275702,"topic":"don "},{"score":11.82740271729683,"topic":"workers"},{"score":11.27800910756027,"topic":"orientation"},{"score":9.70049785468021,"topic":"bin center"},{"score":8.42880658259632,"topic":"rig"},{"score":7.5237021361406,"topic":"singlish"},{"score":7.056633393545944,"topic":"companies"},{"score":5.897858032851316,"topic":"employees"},{"score":5.777385019734697,"topic":"smrt"},{"score":5.2643742823826685,"topic":"employers"},{"score":5.247609110060672,"topic":"nac"},{"score":4.427854893032574,"topic":"rip"},{"score":3.4313079039886762,"topic":"president"},{"score":3.235917350087692,"topic":"cost"},{"score":2.671084062468999,"topic":"accident"},{"score":2.6463292303099104,"topic":"singaporeans"},{"score":2.0129832548826636,"topic":"wow"}]
129011692114_10153657896007115	Delphi, which plans to launch the project using Audi vehicles next year, also believes the use of such self-driving technology will lower the cost of the rides.	0.0	0.0	0.0	["delphi","cost","year","project","audi vehicles","technology","rides"]	18	[{"score":13.180545407378464,"topic":"don "},{"score":11.820308049540328,"topic":"workers"},{"score":11.271243993571556,"topic":"orientation"},{"score":9.694679010848086,"topic":"bin center"},{"score":8.423750562799189,"topic":"rig"},{"score":7.519189043263775,"topic":"singlish"},{"score":7.052400471863704,"topic":"companies"},{"score":5.894320202592361,"topic":"employees"},{"score":5.77391945521507,"topic":"smrt"},{"score":5.261216447364101,"topic":"employers"},{"score":5.24446133163106,"topic":"nac"},{"score":4.425198844186438,"topic":"rip"},{"score":3.8317828035125445,"topic":"cost"},{"score":3.429249633873848,"topic":"president"},{"score":2.670098527745593,"topic":"technology"},{"score":2.6694818126407096,"topic":"accident"},{"score":2.644741829668187,"topic":"singaporeans"},{"score":2.011775766836966,"topic":"wow"}]
10153657842917115_10153658776242115	A house filled with history. It\'s an honor for PM Lee to stay there.	0.0	0.0	1.0	["honor","pm lee","history","house"]	18	[{"score":13.175273979995515,"topic":"don "},{"score":11.815580635491717,"topic":"workers"},{"score":11.266736172203684,"topic":"orientation"},{"score":9.69080172088571,"topic":"bin center"},{"score":8.42038156796541,"topic":"rig"},{"score":7.516181818767736,"topic":"singlish"},{"score":7.049579934790779,"topic":"companies"},{"score":5.89196282814696,"topic":"employees"},{"score":5.771610233845056,"topic":"smrt"},{"score":5.259112276437098,"topic":"employers"},{"score":5.242363861745111,"topic":"nac"},{"score":4.423429030142994,"topic":"rip"},{"score":3.8302503202827816,"topic":"cost"},{"score":3.42787813976156,"topic":"president"},{"score":2.669030648529726,"topic":"technology"},{"score":2.6684141800738845,"topic":"accident"},{"score":2.643684091610251,"topic":"singaporeans"},{"score":2.0109711772287304,"topic":"wow"}]
10153657842917115_10153658039277115	The blair house built in 1824 is really well maintained and looks brand new.no termites?	1.0	0.0	0.0	["blair house","termites","brand"]	18	[{"score":13.17132179304656,"topic":"don "},{"score":11.812036315756671,"topic":"workers"},{"score":11.263356489342842,"topic":"orientation"},{"score":9.687894771083805,"topic":"bin center"},{"score":8.417855706098047,"topic":"rig"},{"score":7.513927189700045,"topic":"singlish"},{"score":7.04746527229069,"topic":"companies"},{"score":5.890195416051509,"topic":"employees"},{"score":5.769878923917439,"topic":"smrt"},{"score":5.257534700522277,"topic":"employers"},{"score":5.240791309852262,"topic":"nac"},{"score":4.422102134132399,"topic":"rip"},{"score":3.8291013600903763,"topic":"cost"},{"score":3.426849879152548,"topic":"president"},{"score":2.6682300194034174,"topic":"technology"},{"score":2.6676137358696197,"topic":"accident"},{"score":2.642891065690647,"topic":"singaporeans"},{"score":2.010367946202686,"topic":"wow"}]
10153657842917115_10153657848352115	I thought this house owned by Tony Blair	0.0	0.0	0.0	[]	18	[{"score":13.17132179304656,"topic":"don "},{"score":11.812036315756671,"topic":"workers"},{"score":11.263356489342842,"topic":"orientation"},{"score":9.687894771083805,"topic":"bin center"},{"score":8.417855706098047,"topic":"rig"},{"score":7.513927189700045,"topic":"singlish"},{"score":7.04746527229069,"topic":"companies"},{"score":5.890195416051509,"topic":"employees"},{"score":5.769878923917439,"topic":"smrt"},{"score":5.257534700522277,"topic":"employers"},{"score":5.240791309852262,"topic":"nac"},{"score":4.422102134132399,"topic":"rip"},{"score":3.8291013600903763,"topic":"cost"},{"score":3.426849879152548,"topic":"president"},{"score":2.6682300194034174,"topic":"technology"},{"score":2.6676137358696197,"topic":"accident"},{"score":2.642891065690647,"topic":"singaporeans"},{"score":2.010367946202686,"topic":"wow"}]
10153657842917115_10153659314457115	Wow, Straits Times is the official Lee Hsien Loong Media!	0.0	0.0	0.0	["lee hsien loong media","straits times"]	18	[{"score":13.16868766040117,"topic":"don "},{"score":11.809674026613882,"topic":"workers"},{"score":11.261103930678539,"topic":"orientation"},{"score":9.685957289008536,"topic":"bin center"},{"score":8.416172219135385,"topic":"rig"},{"score":7.5124244794013775,"topic":"singlish"},{"score":7.046055849710885,"topic":"companies"},{"score":5.889017435870253,"topic":"employees"},{"score":5.7687250058314445,"topic":"smrt"},{"score":5.2564832461575195,"topic":"employers"},{"score":5.239743203998205,"topic":"nac"},{"score":4.421217757926594,"topic":"rip"},{"score":3.828335578109372,"topic":"cost"},{"score":3.4261645434452164,"topic":"president"},{"score":2.667696400081837,"topic":"technology"},{"score":2.6670802397985836,"topic":"accident"},{"score":2.6423625139064195,"topic":"singaporeans"},{"score":2.009965892717125,"topic":"wow"}]
10153657842917115_10153657922407115	1824? Haunted or not?	0.0	0.0	0.0	["haunted"]	18	[{"score":13.16737079163513,"topic":"don "},{"score":11.808493059211221,"topic":"workers"},{"score":11.25997782028547,"topic":"orientation"},{"score":9.684988693279635,"topic":"bin center"},{"score":8.415330601913471,"topic":"rig"},{"score":7.511673236953437,"topic":"singlish"},{"score":7.045351244125913,"topic":"companies"},{"score":5.888428534126666,"topic":"employees"},{"score":5.768148133330861,"topic":"smrt"},{"score":5.255957597832904,"topic":"employers"},{"score":5.239219229677805,"topic":"nac"},{"score":4.420775636150801,"topic":"rip"},{"score":3.827952744551561,"topic":"cost"},{"score":3.425821926990872,"topic":"president"},{"score":2.667429630441829,"topic":"technology"},{"score":2.666813531774604,"topic":"accident"},{"score":2.642098277655029,"topic":"singaporeans"},{"score":2.0097648961278534,"topic":"wow"}]
10153657842917115_10153659234412115	What so special. Don\'t insult other countries.	0.0	0.0	0.0	["special","don ","countries","t insult"]	18	[{"score":14.161904643308059,"topic":"don "},{"score":11.803770370449888,"topic":"workers"},{"score":11.255474504710989,"topic":"orientation"},{"score":9.681115278862906,"topic":"bin center"},{"score":8.411964974558883,"topic":"rig"},{"score":7.508669018329004,"topic":"singlish"},{"score":7.042533526321158,"topic":"companies"},{"score":5.886073515995174,"topic":"employees"},{"score":5.765841220143344,"topic":"smrt"},{"score":5.2538555301302035,"topic":"employers"},{"score":5.2371238563181315,"topic":"nac"},{"score":4.4190075911251965,"topic":"rip"},{"score":3.8264217931155935,"topic":"cost"},{"score":3.4244518037556886,"topic":"president"},{"score":2.6663628186247608,"topic":"technology"},{"score":2.665746966360039,"topic":"accident"},{"score":2.6410415968592957,"topic":"singaporeans"},{"score":2.0089611107472574,"topic":"wow"}]
10153657842917115_10153659186712115	Looks like a site for the Ghost Adventures team to do a lock down.	0.0	1.0	0.0	["site","looks","ghost adventures team","lock"]	18	[{"score":14.156240731108369,"topic":"don "},{"score":11.799049570480717,"topic":"workers"},{"score":11.250972990192555,"topic":"orientation"},{"score":9.677243413579555,"topic":"bin center"},{"score":8.40860069325331,"topic":"rig"},{"score":7.50566600121178,"topic":"singlish"},{"score":7.0397169354344715,"topic":"companies"},{"score":5.883719439729644,"topic":"employees"},{"score":5.763535229582697,"topic":"smrt"},{"score":5.251754303128468,"topic":"employers"},{"score":5.235029320982088,"topic":"nac"},{"score":4.417240253211527,"topic":"rip"},{"score":3.824891453968349,"topic":"cost"},{"score":3.423082228487597,"topic":"president"},{"score":2.6652964334684146,"topic":"technology"},{"score":2.6646808275076506,"topic":"accident"},{"score":2.639985338672484,"topic":"singaporeans"},{"score":2.0081576468325895,"topic":"wow"}]
129011692114_10153657842917115	Did you know: Blair House was built in 1824, five years after Sir Stamford Raffles stepped onto the shores of Singapore. Here\'s more about the "world\'s most exclusive hotel".	0.0	0.0	1.0	["blair house","stamford sir raffles","singapore","hotel","world ","shores"]	18	[{"score":14.14774910982271,"topic":"don "},{"score":11.7919719103599,"topic":"workers"},{"score":11.244224093819387,"topic":"orientation"},{"score":9.67143851892439,"topic":"bin center"},{"score":8.403556793959302,"topic":"rig"},{"score":7.501163727310851,"topic":"singlish"},{"score":7.035494161089968,"topic":"companies"},{"score":5.880190090506057,"topic":"employees"},{"score":5.76007797285997,"topic":"smrt"},{"score":5.24860403820471,"topic":"employers"},{"score":5.231889088539204,"topic":"nac"},{"score":4.414590571557301,"topic":"rip"},{"score":3.822597092753195,"topic":"cost"},{"score":3.4210288925443826,"topic":"president"},{"score":2.6636976553494973,"topic":"technology"},{"score":2.6630824186599806,"topic":"accident"},{"score":2.638401743414286,"topic":"singaporeans"},{"score":2.006953053427977,"topic":"wow"}]
