ID	Review	PositiveScore	NegativeScore	NeutralScore	EntityList	Trending Topics length	Trending Topics
756431540075106308	dlvr -  Manager Karanka backs Negredo to find form at Middlesbrough https://t.co/hqlXcn08MX	0.0	0.0	0.0	["middlesbrough","form","negredo","manager karanka"]	0	[]
756431541782196224	dlvr -  Five on Friday: Why you should watch Boo Junfeng’s prison film Apprentice https://t.co/6G4zrIJhen	0.0	1.0	0.0	["boo junfeng","friday","prison film apprentice"]	0	[]
756431543992655872	Apple to open first Apple Store in Taiwan https://t.co/OLy1RJl1at	0.0	0.0	0.0	["apple","taiwan","apple store"]	0	[]
756431546169434113	Manager Karanka backs Negredo to find form at Middlesbrough https://t.co/Ylbc6nePVH	0.0	0.0	0.0	["middlesbrough","form","negredo","manager karanka"]	0	[]
756431548061065216	Five on Friday: Why you should watch Boo Junfeng’s prison film Apprentice https://t.co/4iqAv4vPc9	0.0	1.0	0.0	["boo junfeng","friday","prison film apprentice"]	0	[]
756431864609574912	Manager Karanka backs Negredo to find form at Middlesbrough https://t.co/UbvgJ6qRQT	0.0	0.0	0.0	["middlesbrough","form","negredo","manager karanka"]	0	[]
756431987703853056	[CNA] Long queues at Michelin-starred hawker stalls: The owner of one of the stalls - Hong Kong Soya Sauce Ch... https://t.co/UoBrFC0LhX	0.0	0.0	0.0	["owner","hong kong soya sauce ch"," cna ","hawker","stalls"]	0	[]
756431988538482688	[CNA] Commuters may need to wait to experience the benefits of SMRT privatisation: Analysts: Analysts say tha... https://t.co/XNHYzNSYmo	0.0	1.0	0.0	["benefits","analysts","wait","tha"," cna  commuters","smrt privatisation"]	0	[]
756431998277648384	[News] Long queues at Michelin-starred hawker stalls https://t.co/cD3E9q40F9	0.0	0.0	0.0	[" news ","hawker"]	0	[]
756431999007469568	[News] Commuters may need to wait to experience the benefits of SMRT privatisation: Analysts https://t.co/kd7mkAPypJ	0.0	1.0	0.0	["benefits","wait"," news  commuters","smrt privatisation"]	0	[]
756432014278930432	DTN Singapore: Long queues at Michelin-starred hawker stalls: The owner of one of the stalls - Hong Kong Soya... https://t.co/3YbKWqztu0	0.0	0.0	0.0	["hong kong soya","queues","dtn singapore","hawker","stalls"]	0	[]
756432015004545024	DTN Singapore: Commuters may need to wait to experience the benefits of SMRT privatisation: Analysts: Analyst... https://t.co/aMNxujItDn	0.0	1.0	0.0	["benefits","wait","dtn singapore","commuters","smrt privatisation"]	0	[]
756432020360671233	DTN Singapore: Long queues at Michelin-starred hawker stalls: The owner of one of the stalls - Hong Kong Soya... https://t.co/Km1em2AVLS	0.0	0.0	0.0	["hong kong soya","queues","dtn singapore","hawker","stalls"]	0	[]
756432021442797568	DTN Singapore: Commuters may need to wait to experience the benefits of SMRT privatisation: Analysts: Analyst... https://t.co/3LNQvkY03L	0.0	1.0	0.0	["benefits","wait","dtn singapore","commuters","smrt privatisation"]	0	[]
756432023028244480	NewsInSG: Commuters may need to wait to experience the benefits of SMRT privatisation: Analysts: A... https://t.co/rw3TYDAhQQ #Singapore	0.0	1.0	0.0	["benefits","newsinsg","singapore","wait","commuters","smrt privatisation"]	2	[{"score":4.992009551865273,"topic":"smrt privatisation"},{"score":4.989913157315482,"topic":"benefits"}]
756432025247027200	Commuters may need to wait to experience the benefits of SMRT privatisation: Analysts: Analysts say that with... https://t.co/o1GB8KR9tZ	0.0	1.0	0.0	["benefits","analysts","wait","commuters","smrt privatisation"]	2	[{"score":5.989514046240379,"topic":"smrt privatisation"},{"score":5.987018759674244,"topic":"benefits"}]
756432026908012544	Commuters may need to wait to experience the benefits of SMRT privatisation: Analysts: Analysts say that with... https://t.co/zTXHDcugbh	0.0	1.0	0.0	["benefits","analysts","wait","commuters","smrt privatisation"]	3	[{"score":6.986519888108773,"topic":"smrt privatisation"},{"score":6.983625908932416,"topic":"benefits"},{"score":4.993805566212028,"topic":"commuters"}]
756432047267119104	Long queues at Michelin-starred hawker stalls https://t.co/AhUzzVcOqL	0.0	0.0	0.0	["queues","hawker"]	4	[{"score":6.98512265399635,"topic":"smrt privatisation"},{"score":6.9822292535868895,"topic":"benefits"},{"score":4.992806855036841,"topic":"commuters"},{"score":4.984929689728849,"topic":"hawker"}]
756432050031300608	ChannelNewsAsia: FIVE ON FRIDAY: Why GenevieveLohCNA thinks you should watch Boo Junfeng’s Apprentice … https://t.co/kg4BtJARnQ	0.0	0.0	0.0	["genevievelohcna","boo junfeng","channelnewsasia","friday","apprentice"]	4	[{"score":6.981630791111771,"topic":"smrt privatisation"},{"score":6.978738837113202,"topic":"benefits"},{"score":4.990310950840083,"topic":"commuters"},{"score":4.982437723327108,"topic":"hawker"}]
756432054552670208	Commuters may need to wait to experience the benefits of SMRT privatisation: Analysts https://t.co/ueoI3ANcWe	0.0	1.0	0.0	["benefits","wait","commuters","smrt privatisation"]	4	[{"score":7.978838557665248,"topic":"smrt privatisation"},{"score":7.975647790273772,"topic":"benefits"},{"score":5.988215125858444,"topic":"commuters"},{"score":4.980445047164111,"topic":"hawker"}]
756432108990496768	RT @ChannelNewsAsia: FIVE ON FRIDAY: Why @GenevieveLohCNA thinks you should watch Boo Junfeng’s Apprentice https://t.co/YKPvEh1bIg https://…	0.0	0.0	0.0	["boo junfeng","friday","apprentice"]	4	[{"score":7.976445145455126,"topic":"smrt privatisation"},{"score":7.973255335198148,"topic":"benefits"},{"score":5.986418840961152,"topic":"commuters"},{"score":4.978951063058333,"topic":"hawker"}]
756432198924926976	Manager Karanka backs Negredo to find form at Middlesbrough https://t.co/lVEwnrUbVu	0.0	0.0	0.0	["middlesbrough","form","negredo","manager karanka"]	4	[{"score":7.973255045951748,"topic":"smrt privatisation"},{"score":7.970066511427498,"topic":"benefits"},{"score":5.984024632585952,"topic":"commuters"},{"score":4.976959781350258,"topic":"hawker"}]
