ID	Review	PositiveScore	NegativeScore	NeutralScore	EntityList	Trending Topics length	Trending Topics
10153657896007115_10153658110862115	Lower fee but higher fee for cancellation.	0.0	0.0	0.0	["cancellation","fee"]	0	[]
10153657896007115_10153658133792115	Accident can claim or not.	0.0	0.0	0.0	["accident"]	0	[]
10153657896007115_10153657939997115	Wow	0.0	0.0	0.0	["wow"]	0	[]
10153657896007115_10153658217612115	BEWARE VOLDEMORT Shikin Ros hahahaha	0.0	0.0	0.0	["beware","voldemort shikin ros hahahaha"]	0	[]
10153657896007115_10153657955467115	During accident, whose responsible?  Insurance don\'t cover accident if non driving car. LTA is so silence	0.0	0.0	0.0	["car","lta","insurance don ","accident","t cover accident"]	0	[]
10153657896007115_10153657905892115	does the constant shifting earth magnetic poles affect the GPS  system? who is going to monitor it?	0.0	0.0	0.0	["poles","earth","gps system"]	0	[]
10153657896007115_10153657980227115	Clarence Chua	0.0	0.0	0.0	["clarence chua"]	0	[]
129011692114_10153657896007115	Delphi, which plans to launch the project using Audi vehicles next year, also believes the use of such self-driving technology will lower the cost of the rides.	0.0	0.0	0.0	["delphi","cost","year","project","audi vehicles","technology","rides"]	0	[]
10153657842917115_10153658776242115	A house filled with history. It\'s an honor for PM Lee to stay there.	0.0	0.0	1.0	["honor","pm lee","history","house"]	0	[]
10153657842917115_10153658039277115	The blair house built in 1824 is really well maintained and looks brand new.no termites?	1.0	0.0	0.0	["blair house","termites","brand"]	0	[]
10153657842917115_10153657848352115	I thought this house owned by Tony Blair	0.0	0.0	0.0	[]	0	[]
10153657842917115_10153659314457115	Wow, Straits Times is the official Lee Hsien Loong Media!	0.0	0.0	0.0	["lee hsien loong media","straits times"]	0	[]
10153657842917115_10153657922407115	1824? Haunted or not?	0.0	0.0	0.0	["haunted"]	0	[]
10153657842917115_10153659234412115	What so special. Don\'t insult other countries.	0.0	0.0	0.0	["special","don ","countries","t insult"]	0	[]
10153657842917115_10153659186712115	Looks like a site for the Ghost Adventures team to do a lock down.	0.0	1.0	0.0	["site","looks","ghost adventures team","lock"]	0	[]
129011692114_10153657842917115	Did you know: Blair House was built in 1824, five years after Sir Stamford Raffles stepped onto the shores of Singapore. Here\'s more about the "world\'s most exclusive hotel".	0.0	0.0	1.0	["blair house","stamford sir raffles","singapore","hotel","world ","shores"]	0	[]
10153657802852115_10153657833692115	We don\'t care who is the President of Timbuktu. Why would we care who is the governor of Tokyo? And if you say it\'s because Tokyo is a world famous city, then do you know who is the mayor of NYC or Paris?	0.0	1.0	0.0	["tokyo","timbuktu","paris","mayor","world city"," t care","nyc","governor"]	0	[]
10153657802852115_10153658042612115	She should be Japan\'s ambassador to the Arab world since she fluent in Arabic!	0.0	0.0	0.0	["arabic","japan ","arab world"]	0	[]
10153657802852115_10153657989467115	What so great about her besides being anti China, a war crime descendant Japan government follower	0.0	1.0	0.0	["china","government war crime descendant japan follower"]	0	[]
10153657802852115_10153657809947115	The coolest governor ever!	0.0	0.0	0.0	["governor"]	0	[]
10153657802852115_10153657856817115	Could be the first Japanese female PM in the future?	0.0	0.0	0.0	["future"]	0	[]
10153657802852115_10153657847302115	But can she convince Abe not to revise the pacific constitution?	0.0	0.0	1.0	["abe","pacific constitution"]	0	[]
10153657802852115_10153657804987115	One cool lady!	0.0	0.0	0.0	["lady"]	0	[]
10153657802852115_10153657868292115	Sue Lin Sim okay I may visit now	0.0	0.0	0.0	["lin sim i","visit"]	0	[]
129011692114_10153657802852115	She\'s fluent in Arabic, has interviewed Muammar Gaddafi and Yasser Arafat and is the person who pushed for Japan\'s "Cool Biz" campaign. Here\'s more on Tokyo\'s first female governor.	1.0	0.0	0.0	["person","arabic","japan ","biz campaign","muammar gaddafi","tokyo ","yasser arafat","governor"]	0	[]
10153657768052115_10153657847832115	Why fire galore in Singapore?	0.0	0.0	0.0	["singapore"]	0	[]
10153657768052115_10153658544242115	China products again?	0.0	0.0	0.0	["china products"]	0	[]
129011692114_10153657768052115	A fire, involving the contents of a room, broke out on board a cargo barge along Tuas South Boulevard on Monday afternoon, said SCDF.	0.0	1.0	0.0	["monday afternoon","cargo barge","contents","scdf","fire","tuas south boulevard","room","board"]	0	[]
